epoch,auc,binary_accuracy,loss,pF1,val_auc,val_binary_accuracy,val_loss,val_pF1
0,0.5664880871772766,0.9771652817726135,0.05302700027823448,0.04099053889513016,0.5441485643386841,0.9805736541748047,0.04790632054209709,0.03321509063243866
